Human_BRAF,hasMutation,Missense
Human_BRAF,hasMutation,CodingSilent
Human_BRAF,hasMutation,DeletionInframe
Human_BRAF,hasMutation,InsertionInframe
Human_BRAF,associatedWith,Cancer-NS_NS
Human_ATM,associatedWith,Cancer-NS_NS
Human_BRAF,associatedWith,Cancer-carcinoma_ER-PR-positive_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_ER-PR-positive_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_ER-PR-positive_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_HER-positive_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_HER-positive_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_NS
Human_EGFR,associatedWith,Cancer-carcinoma_NS
Human_ATM,associatedWith,Cancer-carcinoma_NS
Human_BRAF,associatedWith,Cancer-carcinoma_acinar_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_acinar_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_acinar_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_acinic_cell_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_adenocarcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_adenocarcinoma
Human_ATM,associatedWith,Cancer-carcinoma_adenocarcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_adenoid_cystic_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_adenoid_cystic_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_adenoid_cystic_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_basal_(triple-negative)_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_basal_(triple-negative)_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_basal_(triple-negative)_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_clear_cell_renal_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_clear_cell_renal_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_clear_cell_renal_cell_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_ductal_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_ductal_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_ductal_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_endometrioid_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_endometrioid_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_endometrioid_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_hepatocellular_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_hepatocellular_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_hepatocellular_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_intestinal_adenocarcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_intestinal_adenocarcinoma
Human_ATM,associatedWith,Cancer-carcinoma_intestinal_adenocarcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_large_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_large_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_large_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_lobular_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_luminal_NS_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_medullary_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_medullary_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_medullary_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_mucinous_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_non_small_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_non_small_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_non_small_cell_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_papillary_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_papillary_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_renal_cell_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_serous_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_serous_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_serous_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_small_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_small_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_small_cell_carcinoma
Human_BRAF,associatedWith,Cancer-carcinoma_squamous_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_squamous_cell_carcinoma
Human_ATM,associatedWith,Cancer-carcinoma_squamous_cell_carcinoma
Human_EGFR,associatedWith,Cancer-carcinoma_squamous_cell_carcinoma_BRAF_inhibitor_related
Human_EGFR,associatedWith,Cancer-carcinoma_undifferentiated_carcinoma
Human_BRAF,associatedWith,Cancer-gastrointestinal_stromal_tumour_NS
Human_BRAF,associatedWith,Cancer-gastrointestinal_stromal_tumour_epithelioid
Human_BRAF,associatedWith,Cancer-gastrointestinal_stromal_tumour_spindle
Human_BRAF,associatedWith,Cancer-gastrointestinal_stromal_tumour_spindle_and_epithelioid
Human_BRAF,associatedWith,Cancer-glioma_NS
Human_EGFR,associatedWith,Cancer-glioma_NS
Human_ATM,associatedWith,Cancer-glioma_NS
Human_BRAF,associatedWith,Cancer-glioma_astrocytoma_Grade_IV
Human_EGFR,associatedWith,Cancer-glioma_astrocytoma_Grade_IV
Human_ATM,associatedWith,Cancer-glioma_astrocytoma_Grade_IV
Human_BRAF,associatedWith,Cancer-haematopoietic_neoplasm_acute_leukaemia_of_ambiguous_lineage
Human_BRAF,associatedWith,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia
Human_EGFR,associatedWith,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia
Human_ATM,associatedWith,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia
Human_ATM,associatedWith,Cancer-haematopoietic_neoplasm_chronic_myeloid_leukaemia
Human_BRAF,associatedWith,Cancer-haematopoietic_neoplasm_myelodysplastic_syndrome
Human_EGFR,associatedWith,Cancer-haematopoietic_neoplasm_myelodysplastic_syndrome
Human_ATM,associatedWith,Cancer-haematopoietic_neoplasm_myelodysplastic_syndrome
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_Burkitt_lymphoma
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_NS
Human_EGFR,associatedWith,Cancer-lymphoid_neoplasm_NS
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_NS
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_acute_lymphoblastic_leukaemia
Human_EGFR,associatedWith,Cancer-lymphoid_neoplasm_acute_lymphoblastic_leukaemia
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_acute_lymphoblastic_leukaemia
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
Human_EGFR,associatedWith,Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_diffuse_large_B_cell_lymphoma
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_diffuse_large_B_cell_lymphoma
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_plasma_cell_myeloma
Human_EGFR,associatedWith,Cancer-lymphoid_neoplasm_plasma_cell_myeloma
Human_ATM,associatedWith,Cancer-lymphoid_neoplasm_plasma_cell_myeloma
Human_BRAF,associatedWith,Cancer-malignant_melanoma_NS
Human_EGFR,associatedWith,Cancer-malignant_melanoma_NS
Human_ATM,associatedWith,Cancer-malignant_melanoma_NS
Human_BRAF,associatedWith,Cancer-malignant_melanoma_acral_lentiginous
Human_EGFR,associatedWith,Cancer-malignant_melanoma_acral_lentiginous
Human_BRAF,associatedWith,Cancer-malignant_melanoma_mixed
Human_BRAF,associatedWith,Cancer-malignant_melanoma_nodular
Human_EGFR,associatedWith,Cancer-malignant_melanoma_nodular
Human_BRAF,associatedWith,Cancer-malignant_melanoma_superficial_spreading
Human_BRAF,associatedWith,Cancer-neuroblastoma_NS
Human_EGFR,associatedWith,Cancer-neuroblastoma_NS
Human_ATM,associatedWith,Cancer-neuroblastoma_NS
Human_BRAF,associatedWith,Cancer-other_neoplasm
Human_EGFR,associatedWith,Cancer-other_neoplasm
Human_ATM,associatedWith,Cancer-other_neoplasm
Human_BRAF,associatedWith,Cancer-primitive_neuroectodermal_tumour-medulloblastoma_NS
Human_ATM,associatedWith,Cancer-primitive_neuroectodermal_tumour-medulloblastoma_NS
Human_BRAF,associatedWith,Cancer-lymphoid_neoplasm_malignant_histiocytosis
Cancer-lymphoid_neoplasm_malignant_histiocytosis,hasHistologySubType,malignant_histiocytosis
Cancer-NS_NS,hasHistologySubType,NS
Cancer-carcinoma_ER-PR-positive_carcinoma,hasHistologySubType,ER-PR-positive_carcinoma
Cancer-carcinoma_HER-positive_carcinoma,hasHistologySubType,HER-positive_carcinoma
Cancer-carcinoma_NS,hasHistologySubType,NS
Cancer-carcinoma_acinar_carcinoma,hasHistologySubType,acinar_carcinoma
Cancer-carcinoma_acinic_cell_carcinoma,hasHistologySubType,acinic_cell_carcinoma
Cancer-carcinoma_adenocarcinoma,hasHistologySubType,adenocarcinoma
Cancer-carcinoma_adenoid_cystic_carcinoma,hasHistologySubType,adenoid_cystic_carcinoma
Cancer-carcinoma_basal_(triple-negative)_carcinoma,hasHistologySubType,basal_(triple-negative)_carcinoma
Cancer-carcinoma_clear_cell_renal_cell_carcinoma,hasHistologySubType,clear_cell_renal_cell_carcinoma
Cancer-carcinoma_ductal_carcinoma,hasHistologySubType,ductal_carcinoma
Cancer-carcinoma_endometrioid_carcinoma,hasHistologySubType,endometrioid_carcinoma
Cancer-carcinoma_hepatocellular_carcinoma,hasHistologySubType,hepatocellular_carcinoma
Cancer-carcinoma_intestinal_adenocarcinoma,hasHistologySubType,intestinal_adenocarcinoma
Cancer-carcinoma_large_cell_carcinoma,hasHistologySubType,large_cell_carcinoma
Cancer-carcinoma_lobular_carcinoma,hasHistologySubType,lobular_carcinoma
Cancer-carcinoma_luminal_NS_carcinoma,hasHistologySubType,luminal_NS_carcinoma
Cancer-carcinoma_medullary_carcinoma,hasHistologySubType,medullary_carcinoma
Cancer-carcinoma_mucinous_carcinoma,hasHistologySubType,mucinous_carcinoma
Cancer-carcinoma_non_small_cell_carcinoma,hasHistologySubType,non_small_cell_carcinoma
Cancer-carcinoma_papillary_carcinoma,hasHistologySubType,papillary_carcinoma
Cancer-carcinoma_renal_cell_carcinoma,hasHistologySubType,renal_cell_carcinoma
Cancer-carcinoma_serous_carcinoma,hasHistologySubType,serous_carcinoma
Cancer-carcinoma_small_cell_carcinoma,hasHistologySubType,small_cell_carcinoma
Cancer-carcinoma_squamous_cell_carcinoma,hasHistologySubType,squamous_cell_carcinoma
Cancer-carcinoma_squamous_cell_carcinoma_BRAF_inhibitor_related,hasHistologySubType,squamous_cell_carcinoma_BRAF_inhibitor_related
Cancer-carcinoma_undifferentiated_carcinoma,hasHistologySubType,undifferentiated_carcinoma
Cancer-gastrointestinal_stromal_tumour_NS,hasHistologySubType,NS
Cancer-gastrointestinal_stromal_tumour_epithelioid,hasHistologySubType,epithelioid
Cancer-gastrointestinal_stromal_tumour_spindle,hasHistologySubType,spindle
Cancer-gastrointestinal_stromal_tumour_spindle_and_epithelioid,hasHistologySubType,spindle_and_epithelioid
Cancer-glioma_NS,hasHistologySubType,NS
Cancer-glioma_astrocytoma_Grade_IV,hasHistologySubType,astrocytoma_Grade_IV
Cancer-haematopoietic_neoplasm_acute_leukaemia_of_ambiguous_lineage,hasHistologySubType,acute_leukaemia_of_ambiguous_lineage
Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia,hasHistologySubType,acute_myeloid_leukaemia
Cancer-haematopoietic_neoplasm_chronic_myeloid_leukaemia,hasHistologySubType,chronic_myeloid_leukaemia
Cancer-haematopoietic_neoplasm_myelodysplastic_syndrome,hasHistologySubType,myelodysplastic_syndrome
Cancer-lymphoid_neoplasm_Burkitt_lymphoma,hasHistologySubType,Burkitt_lymphoma
Cancer-lymphoid_neoplasm_NS,hasHistologySubType,NS
Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia,hasHistologySubType,acute_lymphoblastic_B_cell_leukaemia
Cancer-lymphoid_neoplasm_acute_lymphoblastic_leukaemia,hasHistologySubType,acute_lymphoblastic_leukaemia
Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,hasHistologySubType,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
Cancer-lymphoid_neoplasm_diffuse_large_B_cell_lymphoma,hasHistologySubType,diffuse_large_B_cell_lymphoma
Cancer-lymphoid_neoplasm_plasma_cell_myeloma,hasHistologySubType,plasma_cell_myeloma
Cancer-malignant_melanoma_NS,hasHistologySubType,NS
Cancer-malignant_melanoma_acral_lentiginous,hasHistologySubType,acral_lentiginous
Cancer-malignant_melanoma_mixed,hasHistologySubType,mixed
Cancer-malignant_melanoma_nodular,hasHistologySubType,nodular
Cancer-malignant_melanoma_superficial_spreading,hasHistologySubType,superficial_spreading
Cancer-neuroblastoma_NS,hasHistologySubType,NS
Cancer-other_neoplasm,hasHistologySubType,neoplasm
Cancer-primitive_neuroectodermal_tumour-medulloblastoma_NS,hasHistologySubType,NS
Missense,hasMutantType,R
Missense,hasMutantType,N
Missense,hasMutantType,S
Missense,hasMutantType,K
CodingSilent,hasMutantType,T
Missense,hasMutantType,H
Missense,hasMutantType,T
Missense,hasMutantType,F
Missense,hasMutantType,E
DeletionInframe,hasMutantType,None
Missense,hasMutantType,M
InsertionInframe,hasMutantType,None
Missense,hasMutantType,L
Missense,hasMutationDescription,Substitution - Missense
CodingSilent,hasMutationDescription,Substitution - coding silent
DeletionInframe,hasMutationDescription,Deletion - In frame
InsertionInframe,hasMutationDescription,Insertion - In frame
Missense,hasMutationZygosity,Missense
CodingSilent,hasMutationZygosity,CodingSilent
DeletionInframe,hasMutationZygosity,DeletionInframe
InsertionInframe,hasMutationZygosity,InsertionInframe
Missense,hasMutationZygosity,het
Missense,hasPKAEndLocation,94
Missense,hasPKAEndLocation,90
Missense,hasPKAEndLocation,0
Missense,hasPKAEndLocation,272
CodingSilent,hasPKAEndLocation,190
Missense,hasPKAEndLocation,172
DeletionInframe,hasPKAEndLocation,0
Missense,hasPKAEndLocation,129
InsertionInframe,hasPKAEndLocation,0
Missense,hasPKAResidue,R
Missense,hasPKAResidue,L
Missense,hasPKAResidue,Z
Missense,hasPKAResidue,N
CodingSilent,hasPKAResidue,K
DeletionInframe,hasPKAResidue,Z
Missense,hasPKAResidue,M
InsertionInframe,hasPKAResidue,Z
Missense,hasPKAStartLocation,94
Missense,hasPKAStartLocation,90
Missense,hasPKAStartLocation,0
Missense,hasPKAStartLocation,272
CodingSilent,hasPKAStartLocation,190
Missense,hasPKAStartLocation,172
DeletionInframe,hasPKAStartLocation,0
Missense,hasPKAStartLocation,129
InsertionInframe,hasPKAStartLocation,0
Cancer-lymphoid_neoplasm_malignant_histiocytosis,hasPrimaryHistology,lymphoid_neoplasm
Cancer-NS_NS,hasPrimaryHistology,NS
Cancer-carcinoma_ER-PR-positive_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_HER-positive_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_NS,hasPrimaryHistology,carcinoma
Cancer-carcinoma_acinar_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_acinic_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_adenocarcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_adenoid_cystic_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_basal_(triple-negative)_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_clear_cell_renal_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_ductal_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_endometrioid_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_hepatocellular_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_intestinal_adenocarcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_large_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_lobular_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_luminal_NS_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_medullary_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_mucinous_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_non_small_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_papillary_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_renal_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_serous_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_small_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_squamous_cell_carcinoma,hasPrimaryHistology,carcinoma
Cancer-carcinoma_squamous_cell_carcinoma_BRAF_inhibitor_related,hasPrimaryHistology,carcinoma
Cancer-carcinoma_undifferentiated_carcinoma,hasPrimaryHistology,carcinoma
Cancer-gastrointestinal_stromal_tumour_NS,hasPrimaryHistology,gastrointestinal_stromal_tumour
Cancer-gastrointestinal_stromal_tumour_epithelioid,hasPrimaryHistology,gastrointestinal_stromal_tumour
Cancer-gastrointestinal_stromal_tumour_spindle,hasPrimaryHistology,gastrointestinal_stromal_tumour
Cancer-gastrointestinal_stromal_tumour_spindle_and_epithelioid,hasPrimaryHistology,gastrointestinal_stromal_tumour
Cancer-glioma_NS,hasPrimaryHistology,glioma
Cancer-glioma_astrocytoma_Grade_IV,hasPrimaryHistology,glioma
Cancer-haematopoietic_neoplasm_acute_leukaemia_of_ambiguous_lineage,hasPrimaryHistology,haematopoietic_neoplasm
Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia,hasPrimaryHistology,haematopoietic_neoplasm
Cancer-haematopoietic_neoplasm_chronic_myeloid_leukaemia,hasPrimaryHistology,haematopoietic_neoplasm
Cancer-haematopoietic_neoplasm_myelodysplastic_syndrome,hasPrimaryHistology,haematopoietic_neoplasm
Cancer-lymphoid_neoplasm_Burkitt_lymphoma,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_NS,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_acute_lymphoblastic_leukaemia,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_diffuse_large_B_cell_lymphoma,hasPrimaryHistology,lymphoid_neoplasm
Cancer-lymphoid_neoplasm_plasma_cell_myeloma,hasPrimaryHistology,lymphoid_neoplasm
Cancer-malignant_melanoma_NS,hasPrimaryHistology,malignant_melanoma
Cancer-malignant_melanoma_acral_lentiginous,hasPrimaryHistology,malignant_melanoma
Cancer-malignant_melanoma_mixed,hasPrimaryHistology,malignant_melanoma
Cancer-malignant_melanoma_nodular,hasPrimaryHistology,malignant_melanoma
Cancer-malignant_melanoma_superficial_spreading,hasPrimaryHistology,malignant_melanoma
Cancer-neuroblastoma_NS,hasPrimaryHistology,neuroblastoma
Cancer-other_neoplasm,hasPrimaryHistology,other
Cancer-primitive_neuroectodermal_tumour-medulloblastoma_NS,hasPrimaryHistology,primitive_neuroectodermal_tumour-medulloblastoma
Cancer-lymphoid_neoplasm_malignant_histiocytosis,hasPrimaryName,lymphoid_neoplasm_malignant_histiocytosis
Cancer-NS_NS,hasPrimaryName,NS_NS
Cancer-carcinoma_ER-PR-positive_carcinoma,hasPrimaryName,carcinoma_ER-PR-positive_carcinoma
Cancer-carcinoma_HER-positive_carcinoma,hasPrimaryName,carcinoma_HER-positive_carcinoma
Cancer-carcinoma_NS,hasPrimaryName,carcinoma_NS
Cancer-carcinoma_acinar_carcinoma,hasPrimaryName,carcinoma_acinar_carcinoma
Cancer-carcinoma_acinic_cell_carcinoma,hasPrimaryName,carcinoma_acinic_cell_carcinoma
Cancer-carcinoma_adenocarcinoma,hasPrimaryName,carcinoma_adenocarcinoma
Cancer-carcinoma_adenoid_cystic_carcinoma,hasPrimaryName,carcinoma_adenoid_cystic_carcinoma
Cancer-carcinoma_basal_(triple-negative)_carcinoma,hasPrimaryName,carcinoma_basal_(triple-negative)_carcinoma
Cancer-carcinoma_clear_cell_renal_cell_carcinoma,hasPrimaryName,carcinoma_clear_cell_renal_cell_carcinoma
Cancer-carcinoma_ductal_carcinoma,hasPrimaryName,carcinoma_ductal_carcinoma
Cancer-carcinoma_endometrioid_carcinoma,hasPrimaryName,carcinoma_endometrioid_carcinoma
Cancer-carcinoma_hepatocellular_carcinoma,hasPrimaryName,carcinoma_hepatocellular_carcinoma
Cancer-carcinoma_intestinal_adenocarcinoma,hasPrimaryName,carcinoma_intestinal_adenocarcinoma
Cancer-carcinoma_large_cell_carcinoma,hasPrimaryName,carcinoma_large_cell_carcinoma
Cancer-carcinoma_lobular_carcinoma,hasPrimaryName,carcinoma_lobular_carcinoma
Cancer-carcinoma_luminal_NS_carcinoma,hasPrimaryName,carcinoma_luminal_NS_carcinoma
Cancer-carcinoma_medullary_carcinoma,hasPrimaryName,carcinoma_medullary_carcinoma
Cancer-carcinoma_mucinous_carcinoma,hasPrimaryName,carcinoma_mucinous_carcinoma
Cancer-carcinoma_non_small_cell_carcinoma,hasPrimaryName,carcinoma_non_small_cell_carcinoma
Cancer-carcinoma_papillary_carcinoma,hasPrimaryName,carcinoma_papillary_carcinoma
Cancer-carcinoma_renal_cell_carcinoma,hasPrimaryName,carcinoma_renal_cell_carcinoma
Cancer-carcinoma_serous_carcinoma,hasPrimaryName,carcinoma_serous_carcinoma
Cancer-carcinoma_small_cell_carcinoma,hasPrimaryName,carcinoma_small_cell_carcinoma
Cancer-carcinoma_squamous_cell_carcinoma,hasPrimaryName,carcinoma_squamous_cell_carcinoma
